
0,270473,-3.99953e+07,1.46442e+06,2.51962e-06,0.0601418,0.00325609,0.0332727,0.874037,0.0473206,0.48355,0.0219553,939.565
0,-5.04541e+06,-3.99953e+07,-6.04868e+06,0.0593457,-5.60505,8.50085,-2.80015,-0.530761,0.804975,-0.265156,3.36935,939.625
0,3.68605e+06,-3.9995e+07,-950998,181.341,402.097,-440.945,-132.41,0.65781,-0.721362,-0.216615,163.481,1120.91
0,-5.55693e+06,-3.9995e+07,1.59915e+06,0.175226,10.8703,-14.3199,2.46577,0.599026,-0.789117,0.13588,5.78892,939.741
0,563735,-3.9995e+07,-957378,513.685,0.516331,-934.992,595.769,0.000465721,-0.843345,0.537372,228.708,1453.25
0,3.80579e+06,-3.9995e+07,1.25741e+06,156.982,-33.6565,-563.942,-21.6819,-0.0595308,-0.99749,-0.0383505,154.564,1096.55
0,730676,-3.9995e+07,1.69986e+06,132.082,290.312,-423.695,42.9758,0.563266,-0.822058,0.083382,144.182,1071.65
0,73108.7,-3.9995e+07,921925,318.534,-123.153,-823.965,-77.108,-0.147193,-0.984805,-0.0921596,199.367,1258.1
0,1.75723e+06,-3.9995e+07,2.96562e+06,47.1253,58.0942,-277.015,103.264,0.192818,-0.91943,0.342739,91.5413,986.691
0,1.04619e+06,-3.9995e+07,2.28949e+06,96.2386,-93.6531,-407.745,-122.798,-0.214795,-0.93517,-0.28164,126.194,1035.8
0,2.03046e+06,-3.9995e+07,-74791.9,86.2569,207.034,-350.147,63.7374,0.502829,-0.850412,0.154801,120.324,1025.82
0,-1.14974e+06,-3.9995e+07,-670400,427.195,-162.951,-722.451,-660.88,-0.164166,-0.727839,-0.665808,217.714,1366.76
0,654282,-3.9995e+07,1.45745e+06,128.46,-343.13,-330.554,175.759,-0.675673,-0.65091,0.346095,142.548,1068.03
0,-14418.7,-3.9995e+07,-1.87208e+06,195.9,-80.0048,-613.601,-153.593,-0.125484,-0.962403,-0.240904,168.333,1135.46
