0,1.88137e+06,-4.99947e+07,355801,0.429164,13.8123,18.7116,-16.3015,0.486324,0.658826,-0.573967,9.05793,939.995
0,8.74944e+06,-4.9995e+07,1.32016e+06,269.845,225.477,-727.353,3.12837,0.296093,-0.95515,0.00410813,188.764,1209.41
0,589572,-4.9995e+07,5.86327e+06,157.71,218.502,-522.929,-5.73356,0.385521,-0.922644,-0.0101162,154.845,1097.28
0,1.36862e+06,-4.9995e+07,223200,1417.05,430.658,-2117.86,-8.80532,0.199266,-0.979937,-0.00407423,274.927,2356.62
0,1.2305e+06,-4.9995e+07,-2.02583e+06,161.106,97.926,-545.222,-147.776,0.170805,-0.950993,-0.257755,156.156,1100.67
0,93704,-4.9995e+07,3.47341e+06,174.357,115.492,-357.513,465.711,0.193012,-0.597483,0.778306,161.032,1113.92
0,344912,-4.9995e+07,912697,147.015,3.21597,-541.598,67.34,0.00589245,-0.992342,0.123384,150.579,1086.58
0,1.50753e+06,-4.99946e+07,996950,0.0392661,2.10637,-3.4545,7.57741,0.245213,-0.402155,0.882123,2.74074,939.605
0,-1.90667e+06,-4.9995e+07,-563511,112.666,-116.969,-402.549,-220.638,-0.246916,-0.849765,-0.465759,134.966,1052.23
0,-1.71903e+06,-4.9995e+07,-1.2077e+06,3.81618e-06,0.0219529,0.0655178,-0.048955,0.259238,0.773689,-0.578101,0.0270201,939.565
0,1.5245e+06,-4.99949e+07,-608783,0.000729748,0.632016,0.878457,-0.447394,0.539713,0.750163,-0.382054,0.373644,939.566
0,7.72638e+06,-4.9995e+07,-3.72108e+06,136.306,113.7,-505.116,81.5233,0.21693,-0.963716,0.155539,146.047,1075.87
0,-4.48636e+06,-4.9995e+07,-3.51208e+06,213.881,-474.103,-457.86,115.088,-0.708599,-0.684324,0.172012,173.893,1153.45
0,263895,-4.9995e+07,-3.96698e+06,264.633,-105.293,-736.53,-117.253,-0.139795,-0.977867,-0.155673,187.506,1204.2
0,147176,-4.99945e+07,-4.51958e+06,2.03719e-05,0.132079,-0.108912,0.0947354,0.675055,-0.556649,0.484192,0.0624292,939.565
0,-127219,-4.99954e+07,-325806,4.63333e-06,-0.0624422,-0.05245,-0.0453498,-0.669195,-0.562109,-0.486016,0.0297727,939.565
0,-107179,-4.99954e+07,-2.91951e+06,3.52554e-05,-0.0249845,-0.209542,0.147369,-0.0970687,-0.814102,0.572552,0.0821268,939.565
0,-2.37777e+06,-4.9995e+07,2.76111e+06,277.923,-240.715,-486.012,552.58,-0.310893,-0.627703,0.713677,190.653,1217.49
0,-1.95045e+06,-4.99954e+07,7.23491e+06,0.000115131,0.30623,-0.306224,-0.169694,0.658374,-0.658363,-0.364831,0.148412,939.565
0,1.99459e+06,-4.9995e+07,-598748,367.843,261.994,-868.319,-62.5631,0.288178,-0.955101,-0.0688158,208.459,1307.41
0,-2.72721e+06,-4.99953e+07,-542026,3.82271e-05,-0.138638,0.186203,-0.133947,-0.517271,0.694738,-0.499769,0.0855181,939.565
0,-3.14641e+06,-4.9995e+07,-925708,235.175,-290.601,-616.386,-181.248,-0.412115,-0.874125,-0.257036,179.947,1174.74
0,-1.79778e+06,-4.9995e+07,-975228,580.528,-334.039,-1146.41,45.5178,-0.279543,-0.959377,0.0380918,235.66,1520.09
0,1.19095e+06,-4.9995e+07,3.7074e+06,244.188,-71.9591,-689.254,195.546,-0.0999347,-0.957217,0.271568,182.357,1183.75
0,1.41804e+06,-4.9995e+07,-833807,169.319,70.4156,-580.607,69.1299,0.119565,-0.985863,0.117382,159.214,1108.88
0,27568.3,-4.9995e+07,660742,0.0759036,-2.92132,8.06097,-8.31416,-0.244602,0.674945,-0.696146,3.81046,939.641
0,2.06869e+06,-4.99951e+07,-541446,0.107927,7.54642,11.6978,-3.00565,0.529888,0.821387,-0.211048,4.54348,939.673
0,-432585,-4.9995e+07,349097,1344.55,-648.159,-1929.69,436.55,-0.311328,-0.92688,0.209687,273.25,2284.11
0,1.61548e+06,-4.99951e+07,-2.82958e+06,0.0108921,-0.762879,-4.4567,-0.153464,-0.168625,-0.985096,-0.0339212,1.44352,939.576
0,789622,-4.9995e+07,990267,188.614,-163.113,-595.926,90.9445,-0.261188,-0.95424,0.145627,165.948,1128.18
0,3.7308e+06,-4.99952e+07,-1.27622e+06,6.58469e-07,0.00929495,0.0310535,0.0136615,0.264241,0.882803,0.388375,0.0112238,939.565
0,2.05087e+06,-4.9995e+07,-880971,183.982,301.973,-495.626,-206.741,0.490139,-0.804462,-0.335567,164.388,1123.55
